ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	SPOT_ID.1
TC0X00008750.hg.1	7.33e-01	5.32e-01	0.6485959	-6.959378	0.07207103	Coding	Coding
TC1900012012.hg.1	7.33e-01	5.32e-01	-0.6485113	-6.959436	-0.15341658	Coding	Coding
TC1600010476.hg.1	7.33e-01	5.32e-01	-0.6484451	-6.959481	-0.05523884	Multiple_Complex	Multiple_Complex
TC0200014164.hg.1	7.34e-01	5.32e-01	-0.6481566	-6.959678	-0.07332885	Coding	Coding
23075605	7.34e-01	5.32e-01	0.6479738	-6.959802	0.17070485		
TC0200011923.hg.1	7.34e-01	5.32e-01	0.6479728	-6.959803	0.07760005	Multiple_Complex	Multiple_Complex
TC0300007251.hg.1	7.34e-01	5.32e-01	0.6478934	-6.959857	0.11604987	Multiple_Complex	Multiple_Complex
TC0100013021.hg.1	7.34e-01	5.32e-01	0.6478666	-6.959875	0.11785212	Multiple_Complex	Multiple_Complex
TC0400010258.hg.1	7.34e-01	5.32e-01	0.64782	-6.959907	0.06445131	Coding	Coding
TC1500009804.hg.1	7.34e-01	5.32e-01	-0.6477296	-6.959968	-0.09394398	Multiple_Complex	Multiple_Complex
TC0800012451.hg.1	7.34e-01	5.32e-01	0.6477268	-6.95997	0.06148129	Multiple_Complex	Multiple_Complex
TC0100010674.hg.1	7.34e-01	5.32e-01	-0.6477196	-6.959975	-0.09832521	Coding	Coding
TC0300012269.hg.1	7.34e-01	5.32e-01	0.6476688	-6.96001	0.12721435	Multiple_Complex	Multiple_Complex
23072270	7.34e-01	5.32e-01	0.6476128	-6.960048	0.14203332		
TC1600008893.hg.1	7.34e-01	5.32e-01	-0.6475783	-6.960071	-0.11600005	Multiple_Complex	Multiple_Complex
TC0600014332.hg.1	7.34e-01	5.32e-01	0.6475313	-6.960103	0.06948753	Multiple_Complex	Multiple_Complex
23075615	7.34e-01	5.32e-01	0.6474999	-6.960125	0.05815049		
23075788	7.34e-01	5.32e-01	0.6474999	-6.960125	0.05815049		
23075950	7.34e-01	5.32e-01	0.6474999	-6.960125	0.05815049		
23076248	7.34e-01	5.32e-01	0.6474999	-6.960125	0.05815049		
TC0700006991.hg.1	7.34e-01	5.32e-01	-0.647398	-6.960194	-0.07022592	Multiple_Complex	Multiple_Complex
TC0900011068.hg.1	7.34e-01	5.32e-01	0.6473423	-6.960232	0.07139618	Coding	Coding
TC1200012694.hg.1	7.34e-01	5.32e-01	-0.6471846	-6.960339	-0.12637772	Multiple_Complex	Multiple_Complex
TC0500013221.hg.1	7.34e-01	5.32e-01	0.6471353	-6.960373	0.08332203	Multiple_Complex	Multiple_Complex
TC1900007852.hg.1	7.34e-01	5.33e-01	0.6469339	-6.96051	0.10541312	Coding	Coding
TC0200013836.hg.1	7.34e-01	5.33e-01	0.6468655	-6.960556	0.07082482	Multiple_Complex	Multiple_Complex
TC1700009694.hg.1	7.34e-01	5.33e-01	0.6468348	-6.960577	0.05645185	Multiple_Complex	Multiple_Complex
TC2000008653.hg.1	7.34e-01	5.33e-01	0.6466568	-6.960698	0.08281	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR14007795.hg.1	7.34e-01	5.33e-01	0.6466357	-6.960712	0.06380535	---	---
TC2000009874.hg.1	7.34e-01	5.33e-01	-0.6463534	-6.960904	-0.06368118	Multiple_Complex	Multiple_Complex
TC0900010796.hg.1	7.34e-01	5.33e-01	0.6461965	-6.961011	0.06790494	Coding	Coding
TC0200015330.hg.1	7.34e-01	5.33e-01	-0.6460706	-6.961096	-0.07193386	Coding	Coding
TC1800009034.hg.1	7.34e-01	5.33e-01	-0.6460237	-6.961128	-0.06262766	Coding	Coding
HTA2-pos-3670250_st	7.34e-01	5.33e-01	0.6459314	-6.961191	0.05421206	---	---
TC0100013629.hg.1	7.34e-01	5.33e-01	-0.6458775	-6.961227	-0.06436133	Multiple_Complex	Multiple_Complex
TC1200011513.hg.1	7.34e-01	5.33e-01	-0.6458721	-6.961231	-0.08304646	Coding	Coding
TC0100016099.hg.1	7.34e-01	5.33e-01	-0.6458653	-6.961236	-0.09330953	Multiple_Complex	Multiple_Complex
TC0500008705.hg.1	7.34e-01	5.33e-01	-0.6458228	-6.961264	-0.06288129	Multiple_Complex	Multiple_Complex
TC1300009766.hg.1	7.34e-01	5.33e-01	0.6457249	-6.961331	0.1063474	Unassigned	Unassigned
TC1700008527.hg.1	7.34e-01	5.33e-01	0.645704	-6.961345	0.07154136	Coding	Coding
TC1900008081.hg.1	7.34e-01	5.33e-01	0.6455381	-6.961458	0.07745798	Coding	Coding
TC0100012934.hg.1	7.35e-01	5.34e-01	0.6452237	-6.961671	0.07811168	Coding	Coding
HTA2-pos-3183487_st	7.35e-01	5.34e-01	0.6448431	-6.961929	0.08873309	---	---
AFFX-BkGr-GC04_st	7.35e-01	5.34e-01	0.644562	-6.96212	0.04963682	---	---
TC0Y00007160.hg.1	7.35e-01	5.34e-01	0.6443112	-6.962289	0.0737133	Multiple_Complex	Multiple_Complex
TC0500007901.hg.1	7.35e-01	5.34e-01	0.6441702	-6.962385	0.09856205	Multiple_Complex	Multiple_Complex
TC1200012635.hg.1	7.36e-01	5.34e-01	-0.6440137	-6.962491	-0.0643551	Multiple_Complex	Multiple_Complex
TC1500008335.hg.1	7.36e-01	5.34e-01	-0.6439285	-6.962549	-0.09724353	Multiple_Complex	Multiple_Complex
TC1500010350.hg.1	7.36e-01	5.35e-01	0.6436941	-6.962707	0.09324849	Multiple_Complex	Multiple_Complex
TC1500006791.hg.1	7.36e-01	5.35e-01	0.6436444	-6.962741	0.05624068	NonCoding	NonCoding
TC2000006993.hg.1	7.36e-01	5.35e-01	0.6436156	-6.96276	0.14049677	Multiple_Complex	Multiple_Complex
TC1700011708.hg.1	7.36e-01	5.35e-01	-0.6436112	-6.962763	-0.10017701	Multiple_Complex	Multiple_Complex
TC1800006720.hg.1	7.36e-01	5.35e-01	-0.6434901	-6.962845	-0.10354705	Multiple_Complex	Multiple_Complex
TC1300009922.hg.1	7.36e-01	5.35e-01	-0.6434837	-6.96285	-0.1067266	Multiple_Complex	Multiple_Complex
TC0700013603.hg.1	7.36e-01	5.35e-01	0.6434781	-6.962853	0.11936511	Multiple_Complex	Multiple_Complex
TC0200010823.hg.1	7.36e-01	5.35e-01	0.6434469	-6.962875	0.08732255	Coding	Coding
23075533	7.36e-01	5.35e-01	-0.6429775	-6.963192	-0.0841717		
23075657	7.36e-01	5.35e-01	-0.6429775	-6.963192	-0.0841717		
23075828	7.36e-01	5.35e-01	-0.6429775	-6.963192	-0.0841717		
23075978	7.36e-01	5.35e-01	-0.6429775	-6.963192	-0.0841717		
23076448	7.36e-01	5.35e-01	-0.6429775	-6.963192	-0.0841717		
TC0600007423.hg.1	7.36e-01	5.35e-01	-0.6428613	-6.963271	-0.09694537	Multiple_Complex	Multiple_Complex
23076312	7.36e-01	5.35e-01	-0.6427908	-6.963318	-0.06506548		
TC0100008358.hg.1	7.36e-01	5.35e-01	-0.6427853	-6.963322	-0.10892227	Multiple_Complex	Multiple_Complex
TC0500012164.hg.1	7.36e-01	5.35e-01	0.6427551	-6.963342	0.06008223	Multiple_Complex	Multiple_Complex
TC0600012002.hg.1	7.36e-01	5.35e-01	-0.6424786	-6.963529	-0.11894853	Coding	Coding
TC1700011726.hg.1	7.36e-01	5.36e-01	-0.6422181	-6.963705	-0.10384104	Multiple_Complex	Multiple_Complex
HTA2-neg-47422461_st	7.37e-01	5.36e-01	0.6419542	-6.963883	0.14359132	---	---
HTA2-pos-PSR05010504.hg.1	7.37e-01	5.36e-01	0.6419147	-6.96391	0.11451415	---	---
TC0100012503.hg.1	7.37e-01	5.36e-01	0.6418959	-6.963923	0.07422193	Multiple_Complex	Multiple_Complex
TC1700011719.hg.1	7.37e-01	5.36e-01	-0.6415248	-6.964173	-0.12699364	Multiple_Complex	Multiple_Complex
TC2200008881.hg.1	7.37e-01	5.36e-01	0.6414951	-6.964193	0.08321283	Multiple_Complex	Multiple_Complex
TC0600014045.hg.1	7.37e-01	5.36e-01	0.6414332	-6.964235	0.07921522	Multiple_Complex	Multiple_Complex
TC1200012636.hg.1	7.37e-01	5.36e-01	0.6412646	-6.964349	0.04947776	Multiple_Complex	Multiple_Complex
TC0900009272.hg.1	7.37e-01	5.36e-01	0.6410993	-6.96446	0.12786309	Multiple_Complex	Multiple_Complex
TC2100006714.hg.1	7.37e-01	5.36e-01	0.6410861	-6.964469	0.06455254	Multiple_Complex	Multiple_Complex
TC1900012021.hg.1	7.37e-01	5.36e-01	-0.6407931	-6.964666	-0.1364844	Multiple_Complex	Multiple_Complex
TC1600009986.hg.1	7.37e-01	5.37e-01	0.6404649	-6.964888	0.13542262	Multiple_Complex	Multiple_Complex
TC0800010765.hg.1	7.38e-01	5.37e-01	0.6403233	-6.964983	0.05161535	Multiple_Complex	Multiple_Complex
TC1500010605.hg.1	7.38e-01	5.37e-01	-0.6401398	-6.965107	-0.11845422	Multiple_Complex	Multiple_Complex
TC1900011909.hg.1	7.38e-01	5.37e-01	-0.6398623	-6.965293	-0.05834161	Multiple_Complex	Multiple_Complex
TC0200014765.hg.1	7.38e-01	5.37e-01	0.6397573	-6.965364	0.10680533	Unassigned	Unassigned
TC0700007501.hg.1	7.38e-01	5.37e-01	0.6397213	-6.965388	0.10184016	Coding	Coding
23072192	7.38e-01	5.37e-01	-0.6397202	-6.965389	-0.10381972		
23074043	7.38e-01	5.37e-01	0.6397171	-6.965391	0.08484732		
TC1200012593.hg.1	7.38e-01	5.37e-01	-0.6396977	-6.965404	-0.17312683	Coding	Coding
HTA2-pos-47424483_st	7.38e-01	5.37e-01	0.6396153	-6.96546	0.20470825	---	---
TC0300008695.hg.1	7.38e-01	5.37e-01	0.6392933	-6.965676	0.07194832	Multiple_Complex	Multiple_Complex
TC0100009020.hg.1	7.38e-01	5.37e-01	0.6392641	-6.965696	0.06947893	Multiple_Complex	Multiple_Complex
TC1400009198.hg.1	7.38e-01	5.38e-01	-0.6387247	-6.966058	-0.06944018	Multiple_Complex	Multiple_Complex
TC1900011573.hg.1	7.38e-01	5.38e-01	0.6386909	-6.966081	0.12652733	Coding	Coding
TC2200008710.hg.1	7.39e-01	5.38e-01	0.6385275	-6.966191	0.05915135	Multiple_Complex	Multiple_Complex
TC1900011449.hg.1	7.39e-01	5.38e-01	-0.6384775	-6.966224	-0.06131496	Multiple_Complex	Multiple_Complex
TC0400012696.hg.1	7.39e-01	5.38e-01	-0.6384333	-6.966254	-0.12256162	Multiple_Complex	Multiple_Complex
TC1200009748.hg.1	7.39e-01	5.38e-01	-0.6383548	-6.966307	-0.08214715	Multiple_Complex	Multiple_Complex
TC0200012488.hg.1	7.39e-01	5.38e-01	0.6383466	-6.966312	0.07178705	NonCoding	NonCoding
TC1800007547.hg.1	7.39e-01	5.38e-01	-0.6382418	-6.966383	-0.07196507	Multiple_Complex	Multiple_Complex
23076352	7.39e-01	5.38e-01	0.6381344	-6.966455	0.07454517		
23072399	7.39e-01	5.38e-01	-0.6381251	-6.966461	-0.08717338		
TC1600007030.hg.1	7.39e-01	5.38e-01	0.6381127	-6.966469	0.07636716	Multiple_Complex	Multiple_Complex
23076389	7.39e-01	5.38e-01	-0.6378643	-6.966636	-0.06288448		
TC0100010284.hg.1	7.39e-01	5.38e-01	-0.6377853	-6.966689	-0.05627682	Multiple_Complex	Multiple_Complex
TC1100008805.hg.1	7.39e-01	5.38e-01	-0.6377673	-6.966701	-0.06473519	Multiple_Complex	Multiple_Complex
TC0400007466.hg.1	7.39e-01	5.38e-01	0.6376275	-6.966795	0.07045899	Multiple_Complex	Multiple_Complex
TC0200016566.hg.1	7.39e-01	5.38e-01	0.6376219	-6.966799	0.14485009	Multiple_Complex	Multiple_Complex
TSUnmapped00000785.hg.1	7.39e-01	5.38e-01	0.6374608	-6.966907	0.08338133	Coding	Coding
TC0900006582.hg.1	7.39e-01	5.39e-01	0.6374002	-6.966948	0.07121897	Coding	Coding
TC1000010498.hg.1	7.39e-01	5.39e-01	0.6373397	-6.966988	0.09661685	Unassigned	Unassigned
TC1600009689.hg.1	7.39e-01	5.39e-01	-0.6372891	-6.967022	-0.11772328	Multiple_Complex	Multiple_Complex
ERCCmix1step7	7.39e-01	5.39e-01	-0.6372799	-6.967028	-0.05356369	---	---
TC0600012289.hg.1	7.39e-01	5.39e-01	0.6371311	-6.967128	0.14167431	Coding	Coding
TC0800008146.hg.1	7.39e-01	5.39e-01	0.6371108	-6.967142	0.17146683	Unassigned	Unassigned
TC1700010959.hg.1	7.39e-01	5.39e-01	-0.6369832	-6.967227	-0.11391399	Multiple_Complex	Multiple_Complex
TC0200015225.hg.1	7.39e-01	5.39e-01	-0.6367562	-6.967379	-0.08764986	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR12009625.hg.1	7.39e-01	5.39e-01	0.6365674	-6.967506	0.0581489	---	---
TC1100010929.hg.1	7.39e-01	5.39e-01	0.6365519	-6.967516	0.09029764	Coding	Coding
HTA2-pos-PSR11017863.hg.1	7.39e-01	5.39e-01	-0.636481	-6.967564	-0.07229638	---	---
TC1700010638.hg.1	7.39e-01	5.39e-01	0.6363692	-6.967639	0.10202352	Coding	Coding
TC0100013042.hg.1	7.39e-01	5.39e-01	-0.6362761	-6.967701	-0.07123782	Multiple_Complex	Multiple_Complex
TC1700012395.hg.1	7.40e-01	5.39e-01	-0.6360235	-6.96787	-0.09580423	Coding	Coding
TC0200007702.hg.1	7.40e-01	5.39e-01	0.6360075	-6.967881	0.083396	Multiple_Complex	Multiple_Complex
TC1200008790.hg.1	7.40e-01	5.39e-01	0.6360065	-6.967881	0.05804356	Multiple_Complex	Multiple_Complex
23076220	7.40e-01	5.39e-01	-0.6359636	-6.96791	-0.1221023		
TC0600014280.hg.1	7.40e-01	5.39e-01	-0.6359636	-6.96791	-0.1221023	NonCoding	NonCoding
TC0X00006878.hg.1	7.40e-01	5.39e-01	0.6359172	-6.967941	0.0861329	Coding	Coding
TC1200008613.hg.1	7.40e-01	5.40e-01	-0.6357707	-6.968039	-0.07890378	Coding	Coding
TC0300010372.hg.1	7.40e-01	5.40e-01	-0.6356838	-6.968097	-0.11075998	Multiple_Complex	Multiple_Complex
TC0200009341.hg.1	7.40e-01	5.40e-01	0.6356721	-6.968105	0.07702644	Multiple_Complex	Multiple_Complex
TC1100013001.hg.1	7.40e-01	5.40e-01	-0.6355659	-6.968176	-0.06236241	Coding	Coding
TC0200016382.hg.1	7.40e-01	5.40e-01	-0.6354845	-6.968231	-0.10548626	Coding	Coding
TC1000007461.hg.1	7.40e-01	5.40e-01	-0.6354666	-6.968243	-0.11090275	Multiple_Complex	Multiple_Complex
TC1100013147.hg.1	7.40e-01	5.40e-01	0.6354469	-6.968256	0.05137654	Multiple_Complex	Multiple_Complex
23075782	7.40e-01	5.40e-01	0.6354346	-6.968264	0.07862843		
TSUnmapped00000319.hg.1	7.40e-01	5.40e-01	0.6352592	-6.968381	0.07070134	Coding	Coding
TC1200011755.hg.1	7.40e-01	5.40e-01	0.6352474	-6.968389	0.08080408	Multiple_Complex	Multiple_Complex
TC0200010852.hg.1	7.40e-01	5.40e-01	0.6351296	-6.968468	0.06223022	Multiple_Complex	Multiple_Complex
TC0400007876.hg.1	7.40e-01	5.40e-01	-0.6349765	-6.96857	-0.06135494	Multiple_Complex	Multiple_Complex
human-RPTR-AJ002684-1_st	7.40e-01	5.40e-01	0.6346215	-6.968807	0.06706807		
TC0X00007012.hg.1	7.40e-01	5.40e-01	-0.6345368	-6.968864	-0.06533661	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR05015317.hg.1	7.40e-01	5.40e-01	0.6343784	-6.96897	0.06189469	---	---
TC1700012192.hg.1	7.40e-01	5.40e-01	0.6343732	-6.968973	0.12286406	NonCoding	NonCoding
23075440	7.40e-01	5.40e-01	0.6343397	-6.968996	0.0669742		
rat-RPTR-K01486-1_st	7.40e-01	5.41e-01	0.6341957	-6.969092	0.07217081		
TC1400007915.hg.1	7.40e-01	5.41e-01	0.6341206	-6.969142	0.08715952	Unassigned	Unassigned
TC0300008097.hg.1	7.40e-01	5.41e-01	0.6340423	-6.969194	0.06974725	Multiple_Complex	Multiple_Complex
TC0800012325.hg.1	7.40e-01	5.41e-01	0.6340379	-6.969197	0.15456065	Multiple_Complex	Multiple_Complex
23075658	7.40e-01	5.41e-01	0.6340169	-6.969211	0.06541383		
23075829	7.40e-01	5.41e-01	0.6340169	-6.969211	0.06541383		
23075979	7.40e-01	5.41e-01	0.6340169	-6.969211	0.06541383		
23076125	7.40e-01	5.41e-01	0.6340169	-6.969211	0.06541383		
23076449	7.40e-01	5.41e-01	0.6340169	-6.969211	0.06541383		
TC0600011304.hg.1	7.40e-01	5.41e-01	0.6340169	-6.969211	0.06541383	Coding	Coding
TC0100009760.hg.1	7.40e-01	5.41e-01	-0.6336381	-6.969464	-0.05938397	Multiple_Complex	Multiple_Complex
TC0100009833.hg.1	7.40e-01	5.41e-01	-0.6336381	-6.969464	-0.05938397	Multiple_Complex	Multiple_Complex
TC1600009549.hg.1	7.40e-01	5.41e-01	0.6335749	-6.969506	0.07465571	NonCoding	NonCoding
human-RPTR-AE009032-1_st	7.41e-01	5.41e-01	-0.6332682	-6.96971	-0.08859075		
TC0200013362.hg.1	7.41e-01	5.41e-01	-0.633229	-6.969737	-0.09283458	Multiple_Complex	Multiple_Complex
TC0800006764.hg.1	7.41e-01	5.41e-01	-0.6331508	-6.969789	-0.07455677	Coding	Coding
TC0600007848.hg.1	7.41e-01	5.41e-01	0.6331383	-6.969797	0.21335583	Multiple_Complex	Multiple_Complex
TC0100016044.hg.1	7.41e-01	5.41e-01	0.6329995	-6.96989	0.0751847	Multiple_Complex	Multiple_Complex
TC0100008106.hg.1	7.41e-01	5.41e-01	0.632946	-6.969925	0.10136872	Multiple_Complex	Multiple_Complex
human-RPTR-AF292559-2_st	7.41e-01	5.41e-01	0.6329065	-6.969952	0.05820454		
human-RPTR-AF292560-2_st	7.41e-01	5.41e-01	0.6329065	-6.969952	0.05820454		
23071526	7.41e-01	5.42e-01	0.6325829	-6.970167	0.1059263		
23064973	7.41e-01	5.42e-01	0.6325812	-6.970168	0.08886062		
TC0100018453.hg.1	7.41e-01	5.42e-01	-0.6323111	-6.970348	-0.08788891	NonCoding	NonCoding
TC1100006529.hg.1	7.41e-01	5.42e-01	-0.6322124	-6.970414	-0.07049682	Coding	Coding
23068508	7.41e-01	5.42e-01	0.6321804	-6.970435	0.11000542		
ERCCmix1step20	7.41e-01	5.42e-01	-0.632115	-6.970479	-0.07152565	---	---
TC0700006669.hg.1	7.41e-01	5.42e-01	0.6319433	-6.970593	0.06936791	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR02030747.hg.1	7.41e-01	5.42e-01	0.631938	-6.970596	0.059654	---	---
TC2200008679.hg.1	7.41e-01	5.42e-01	-0.6318261	-6.970671	-0.09695193	Multiple_Complex	Multiple_Complex
23075556	7.41e-01	5.42e-01	0.6317569	-6.970717	0.11231841		
23075694	7.41e-01	5.42e-01	0.6317569	-6.970717	0.11231841		
23075867	7.41e-01	5.42e-01	0.6317569	-6.970717	0.11231841		
23076158	7.41e-01	5.42e-01	0.6317569	-6.970717	0.11231841		
23076326	7.41e-01	5.42e-01	0.6317569	-6.970717	0.11231841		
23076479	7.41e-01	5.42e-01	0.6317569	-6.970717	0.11231841		
TC0X00007112.hg.1	7.41e-01	5.42e-01	-0.6317059	-6.970751	-0.06221058	Coding	Coding
TC0Y00006503.hg.1	7.41e-01	5.42e-01	-0.631607	-6.970817	-0.07427774	Multiple_Complex	Multiple_Complex
23072546	7.41e-01	5.42e-01	0.6315881	-6.970829	0.08121157		
23072176	7.41e-01	5.42e-01	0.6315183	-6.970876	0.14080469		
23070196	7.41e-01	5.42e-01	0.6313145	-6.971011	0.1050862		
23070289	7.41e-01	5.42e-01	0.6313145	-6.971011	0.1050862		
TC1900011736.hg.1	7.41e-01	5.42e-01	-0.6312514	-6.971053	-0.05335354	Multiple_Complex	Multiple_Complex
TC0600008209.hg.1	7.42e-01	5.43e-01	-0.630906	-6.971283	-0.0875538	Coding	Coding
TC1200010493.hg.1	7.42e-01	5.43e-01	-0.6308918	-6.971292	-0.10309331	Coding	Coding
ERCCmix2step22	7.42e-01	5.43e-01	0.6302809	-6.971698	0.05486758	---	---
TC1700010807.hg.1	7.42e-01	5.43e-01	0.6302579	-6.971713	0.1474224	Coding	Coding
TC0700013354.hg.1	7.42e-01	5.43e-01	-0.6299724	-6.971902	-0.06484163	Multiple_Complex	Multiple_Complex
TC0300008140.hg.1	7.42e-01	5.43e-01	0.6298886	-6.971958	0.07214228	Multiple_Complex	Multiple_Complex
23075631	7.42e-01	5.43e-01	-0.6297992	-6.972017	-0.05344809		
TC0200016507.hg.1	7.42e-01	5.43e-01	0.629689	-6.97209	0.08780325	Multiple_Complex	Multiple_Complex
mouse-RPTR-J01636-3_st	7.43e-01	5.44e-01	0.6293655	-6.972305	0.10177623		
TC0X00011336.hg.1	7.43e-01	5.44e-01	0.6292934	-6.972353	0.16105861	Multiple_Complex	Multiple_Complex
TC0Y00007332.hg.1	7.43e-01	5.44e-01	0.6292934	-6.972353	0.16105861	Multiple_Complex	Multiple_Complex
TC1200010832.hg.1	7.43e-01	5.44e-01	-0.6292318	-6.972394	-0.0521501	Multiple_Complex	Multiple_Complex
TC1900011673.hg.1	7.43e-01	5.44e-01	0.629185	-6.972425	0.06699195	Multiple_Complex	Multiple_Complex
TC1100009240.hg.1	7.43e-01	5.44e-01	0.6291714	-6.972434	0.07699172	Multiple_Complex	Multiple_Complex
TC0100015243.hg.1	7.43e-01	5.44e-01	0.6290982	-6.972482	0.08921025	Coding	Coding
TSUnmapped00000821.hg.1	7.43e-01	5.44e-01	0.6289078	-6.972608	0.19543771	Coding	Coding
HTA2-pos-2985928_st	7.43e-01	5.44e-01	0.6284733	-6.972896	0.11593309	---	---
TC1100007425.hg.1	7.43e-01	5.44e-01	0.6284603	-6.972905	0.09974608	Multiple_Complex	Multiple_Complex
TC1100011917.hg.1	7.43e-01	5.44e-01	0.6284436	-6.972916	0.0694844	Coding	Coding
TC0100018532.hg.1	7.43e-01	5.44e-01	-0.6284276	-6.972926	-0.0941745	Multiple_Complex	Multiple_Complex
HTA2-pos-3374457_st	7.43e-01	5.44e-01	0.6283954	-6.972948	0.14344992	---	---
TC1100010889.hg.1	7.43e-01	5.44e-01	-0.6283679	-6.972966	-0.12724326	Coding	Coding
TC0400011414.hg.1	7.43e-01	5.44e-01	-0.6283111	-6.973003	-0.07473689	Multiple_Complex	Multiple_Complex
TC2000009618.hg.1	7.43e-01	5.44e-01	-0.6282986	-6.973012	-0.07141413	Coding	Coding
TC0400011749.hg.1	7.43e-01	5.44e-01	0.6282845	-6.973021	0.0606717	Multiple_Complex	Multiple_Complex
TC1600007874.hg.1	7.43e-01	5.44e-01	-0.6282399	-6.97305	-0.07874358	Multiple_Complex	Multiple_Complex
TC0400009879.hg.1	7.43e-01	5.44e-01	0.6281382	-6.973118	0.09325932	Coding	Coding
HTA2-neg-47421822_st	7.43e-01	5.44e-01	0.6279929	-6.973214	0.08934477	---	---
TC1900010531.hg.1	7.43e-01	5.44e-01	0.6279363	-6.973251	0.0997474	Multiple_Complex	Multiple_Complex
TC2000007133.hg.1	7.43e-01	5.44e-01	-0.6279142	-6.973266	-0.0535233	Multiple_Complex	Multiple_Complex
TC0300013959.hg.1	7.43e-01	5.44e-01	0.6278745	-6.973292	0.09916066	Multiple_Complex	Multiple_Complex
TC0100012813.hg.1	7.43e-01	5.44e-01	0.6278736	-6.973293	0.13403463	NonCoding	NonCoding
TC1900009076.hg.1	7.43e-01	5.45e-01	0.627777	-6.973357	0.06130802	Multiple_Complex	Multiple_Complex
23075517	7.43e-01	5.45e-01	0.6277674	-6.973363	0.15205557		
23075618	7.43e-01	5.45e-01	0.6277674	-6.973363	0.15205557		
23075791	7.43e-01	5.45e-01	0.6277674	-6.973363	0.15205557		
23075949	7.43e-01	5.45e-01	0.6277674	-6.973363	0.15205557		
23076251	7.43e-01	5.45e-01	0.6277674	-6.973363	0.15205557		
TC1700010681.hg.1	7.43e-01	5.45e-01	0.6275795	-6.973487	0.0841801	Multiple_Complex	Multiple_Complex
TC2200009028.hg.1	7.43e-01	5.45e-01	-0.6275393	-6.973514	-0.06357169	Multiple_Complex	Multiple_Complex
23075717	7.43e-01	5.45e-01	-0.6274856	-6.973549	-0.16080328		
23075832	7.43e-01	5.45e-01	-0.6274497	-6.973573	-0.11027612		
23075981	7.43e-01	5.45e-01	-0.6274497	-6.973573	-0.11027612		
23076451	7.43e-01	5.45e-01	-0.6274497	-6.973573	-0.11027612		
TC0X00006938.hg.1	7.43e-01	5.45e-01	0.6272952	-6.973675	0.06067506	Multiple_Complex	Multiple_Complex
TC1300009505.hg.1	7.43e-01	5.45e-01	-0.6272311	-6.973718	-0.06275182	Multiple_Complex	Multiple_Complex
23072119	7.43e-01	5.45e-01	-0.6272027	-6.973736	-0.13280665		
TC1600011306.hg.1	7.43e-01	5.45e-01	-0.6271198	-6.973791	-0.09675602	Multiple_Complex	Multiple_Complex
TC1700007971.hg.1	7.43e-01	5.45e-01	0.6270048	-6.973867	0.07826322	Multiple_Complex	Multiple_Complex
TC0100016709.hg.1	7.43e-01	5.45e-01	0.6269892	-6.973877	0.0770429	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR05013781.hg.1	7.43e-01	5.45e-01	0.6269638	-6.973894	0.06075702	---	---
TC1100006759.hg.1	7.43e-01	5.45e-01	-0.6268712	-6.973955	-0.10027062	Multiple_Complex	Multiple_Complex
TC0800009494.hg.1	7.43e-01	5.45e-01	-0.6267417	-6.974041	-0.12931906	Multiple_Complex	Multiple_Complex
TC0900008320.hg.1	7.43e-01	5.45e-01	-0.6265709	-6.974154	-0.08750391	Coding	Coding
TC1900008668.hg.1	7.43e-01	5.45e-01	-0.6265468	-6.97417	-0.11871913	Coding	Coding
TC0600013409.hg.1	7.43e-01	5.45e-01	-0.6265199	-6.974187	-0.1515385	Multiple_Complex	Multiple_Complex
TC1800007392.hg.1	7.43e-01	5.45e-01	0.6265065	-6.974196	0.06837717	Coding	Coding
TC0300008106.hg.1	7.43e-01	5.45e-01	0.6264815	-6.974213	0.08946762	Coding	Coding
TC0100016156.hg.1	7.43e-01	5.46e-01	-0.6262734	-6.97435	-0.13186946	Multiple_Complex	Multiple_Complex
TC0400011291.hg.1	7.43e-01	5.46e-01	-0.6261798	-6.974412	-0.17218497	NonCoding	NonCoding
TC1300007130.hg.1	7.43e-01	5.46e-01	0.6261588	-6.974426	0.07565655	Coding	Coding
HTA2-pos-PSR6_cox_hap2002752.hg.1	7.43e-01	5.46e-01	0.6260878	-6.974472	0.05038357	---	---
HTA2-pos-PSR6_qbl_hap6002733.hg.1	7.43e-01	5.46e-01	0.6260878	-6.974472	0.05038357	---	---
TC2100007375.hg.1	7.43e-01	5.46e-01	-0.6260851	-6.974474	-0.08154586	Coding	Coding
TC1900010647.hg.1	7.43e-01	5.46e-01	-0.6259876	-6.974539	-0.13155345	Multiple_Complex	Multiple_Complex
TC0500012299.hg.1	7.43e-01	5.46e-01	0.6259241	-6.97458	0.15995223	Multiple_Complex	Multiple_Complex
TC0300011842.hg.1	7.43e-01	5.46e-01	-0.6259231	-6.974581	-0.05709891	Multiple_Complex	Multiple_Complex
TC0600012329.hg.1	7.43e-01	5.46e-01	-0.6258787	-6.97461	-0.07342538	Multiple_Complex	Multiple_Complex
HTA2-neg-47423631_st	7.43e-01	5.46e-01	-0.6258237	-6.974647	-0.12242889	---	---
